"SITE_ID","DOC_Median","NO3_Median","TP_Median"
"FW08WA004",1.14,0.02283,39.9869
"FW08WA005",0.38,0.00451,0.5831
"FW08WA006",0.52,0.00075,8.1913
"FW08WA007",0.64,0.004005,17.5141
"FW08WA009",0.26,0.00721,34.2681
"FW08WA010",3.61,0,10582
"FW08WA015",1.655,0.003945,4.7819
"FW08WA016",1.65,0.06428,25.7681
"FW08WA017",0.585,0.0248,20.09375
"FW08WA018",1.61,0.00139,123.175
"FW08WA020",1.21,0.16768,72.6
"FW08WA021",0.45,0.1092,41.82
"FW08WA022",0.76,0.01005,10.6063
"FW08WA026",3.56,0.10684,126.4263
"FW08WA028",1.4,0.01398,18.9388
"FW08WA029",0.26,0.0163,41.5881
"FW08WA030",1.58,0.03691,47.6838
"FW08WA031",0.57,0.02191,50.329
"FW08WA032",1.78,0.90447,79.2838
"FW08WA033",0.55,0.08681,7.7881
"FW08WA035",0.89,0.02868,3.26
"FW08WA036",2.12,0.33978,92.3194
"FW08WA037",0.64,0.32737,29.0538
"FW08WA040",0.92,0.31802,12.84
"FW08WA041",1.36,0.14742,50.8888
"FW08WA044",1.39,0.21636,89.3513
"FW08WA046",0.38,0.00116,2.8388
"FW08WA051",0.81,0.00382,26.9663
"FW08WA058",0.86,0.0669,48.365
"FW08WA066",0.55,0.01603,245.6006
"FW08WA078",0.8,0.82521,50.6575
"FW08WA084",2.07,0.07753,108.235
"FW08WA109",3.61,0.02891,49.5125
"FW08WA120",1.13,0.00778,42.965
"FW08WA122",0.96,0.05622,53.6388
"FW08WA123",1.07,0.00566,68.7738
"FW08WI001",3.155,0.178215,91.7069
"FW08WI002",1.07,0.06521,47.1588
"FW08WI003",14.46,0.160355,183.7647
"FW08WI004",6.64,0.09115,135.9375
"FW08WI005",3.94,1.56474,129.5813
"FW08WI006",12.59,0.07651,252.6938
"FW08WI007",5.43,1.64618,50.9438
"FW08WI008",1.93,3.01947,406.3388
"FW08WI009",4.9,0.00307,26.0313
"FW08WI010",3.68,0.06754,109.4413
"FW08WI011",24.36,0.04135,1465.256
"FW08WI012",2.46,2.5952,228.1063
"FW08WI013",4.69,0.1553,74.5325
"FW08WI014",11.63,0,71.5775
"FW08WI016",4.98,0.28324,219.235
"FW08WI017",8.35,0,211.9075
"FW08WI018",5.15,0.00317,27.595
"FW08WI019",0.89,2.11476,155.8244
"FW08WI020",16.87,0.01631,53.755
"FW08WI021",6.235,0.924905,106.965
"FW08WI022",8.12,0.08603,89.5525
"FW08WI025",1.06,8.36124,91.2681
"FW08WI026",6.02,0.01799,82.0338
"FW08WI029",4.98,0.77253,162.2413
"FW08WI030",7.38,0.06796,90.2081
"FW08WI031",9.87,0.01509,104.9288
"FW08WI033",6.18,0.56731,220.6813
"FW08WI034",8.15,0.07832,52.3475
"FW08WI036",4.37,0.03056,12.2575
"FW08WI038",0.67,0.94205,36.4638
"FW08WI039",4.9,0.09225,36.1225
"FW08WI040",10.38,0.03529,26.5763
"FW08WI041",1.46,7.69374,247.1619
"FW08WI042",3.32,0.27211,29.771
"FW08WI044",9.11,0.40202,307.0494
"FW08WI045",3.8,1.98412,413.8163
"FW08WI046",8.53,0,86.3219
"FW08WI047",2.02,1.80022,324.3025
"FW08WI048",7.01,0.07275,31.6294
"FW08WI049",5.55,0.91676,199.025
"FW08WI050",9.52,0.05028,71.4275
"FW08WI051",3.32,0.05468,212.7588
"FW08WI053",4.83,0.71322,155.8563
"FW08WI054",1.06,1.09105,79.5081
"FW08WI055",5.61,0.00913,36.3788
"FW08WI056",8.31,0.36395,182.4581
"FW08WI060",2.81,0.03191,19.605
"FW08WI062",6.14,0.01284,196.2463
"FW08WI069",1.36,3.49591,75.9069
"FW08WI072",5.32,0.25523,219.7856
"FW08WI075",3.44,0.28131,74.7256
"FW08WI077",4.69,1.45439,408.8088
"FW08WI078",8.94,0.21248,235.8806
"FW08WI083",2.06,0.18274,80.0494
"FW08WI088",0.68,0.0352,32.9788
"FW08WI098",5.04,0.02546,51.8563
"FW08WI100",2.16,0.92741,46.0031
"FW08WI104",7.82,0.00131,162.625
"FW08WV001",1.49,0.817595,11.0878
"FW08WV002",1.7,0.019355,10.87345
"FW08WV003",2.02,0.07495,4.9394
"FW08WV004",1.92,0.18111,12.1463
"FW08WV005",1.53,0.30255,28.9613
"FW08WV006",2.46,0.00677,19.6675
"FW08WV007",2.435,0.9758,39.4222
"FW08WV008",1.265,0.220885,10.36785
"FW08WV009",1.43,0.51411,15.5494
"FW08WV010",2.49,0.72299,12.9363
"FW08WV012",1.16,0.02854,4.1325
"FW08WV013",1.61,0.24332,24.3463
"FW08WV014",1.96,0.31185,34.6163
"FW08WV015",3.41,0.15413,26.9238
"FW08WV016",1.32,0.07782,4.38
"FW08WV018",2.57,0.11921,22.6975
"FW08WV019",1.34,0.13013,5.3394
"FW08WV022",3.6,0.06607,25.9325
"FW08WV023",2.07,0.01538,25.2638
"FW08WV024",1.61,0.03414,14.6406
"FW08WV025",2.71,0.19,55.1775
"FW08WV026",2.5,0.71375,34.855
"FW08WV027",1.99,0.25202,11.6275
"FW08WV028",0.99,0.15585,83.555
"FW08WV029",2.76,0.057,45.5425
"FW08WV030",2.44,0.71577,32.4238
"FW08WV031",1.825,0.29253,146.4572
"FW08WV032",1.79,0.22739,9.7375
"FW08WV033",1.36,0.28119,12.1213
"FW08WV034",2.74,0.77165,40.4831
"FW08WV035",2.4,0.00117,9.7363
"FW08WV037",3.36,0,18.5538
"FW08WY001",2.39,0.00367,56.4763
"FW08WY004",11.31,0,83.1594
"FW08WY005",13.43,0.03075,145.2275
"FW08WY006",2.39,0.02017,9.4525
"FW08WY007",3.01,0,13.6113
"FW08WY008",3.43,0,19.175
"FW08WY009",4.89,0.15115,115.7325
"FW08WY010",1,0.00728,4.0306
"FW08WY011",4.19,0.00557,91.3575
"FW08WY012",1.76,0.16146,62.5244
"FW08WY013",5.28,0.12703,322.3538
"FW08WY014",2.1,0,9.9338
"FW08WY016",5.66,0.099525,136.8613
"FW08WY020",6.86,0.07334,107.7675
"FW08WY021",1.175,0.00789,100.51035
"FW08WY022",4.01,0.0718,45.1663
"FW08WY025",4.225,0.048125,119.83065
"FW08WY026",10.38,0,65.4525
"FW08WY028",4.31,0,323.6225
"FW08WY029",2.48,0.00109,94.8313
"FW08WY030",6.51,0.15683,68.6763
"FW08WY031",0.76,0.24636,57.6825
"FW08WY032",14.78,0.00062,92.7463
"FW08WY034",4.39,0.13993,0.7881
"FW08WY038",2.46,0.00113,17.7681
"FW08WY039",5.56,0.00407,40.3994
"FW08WY040",4.74,0.00452,36.7875
"FW08WY041",11.35,0.0094,48.495
"FW08WY042",4.37,0,13.3113
"FW08WY043",3.98,0.14376,11.6681
"FW08WY044",0.83,0.00368,19.265
"FW08WY045",5.44,0.08939,184.0475
"FW08WY046",5.83,0,121.4675
"FW08WY047",7.22,0,74.2225
"FW08WY050",6.47,0,1.4156
"FW08WY051",2.17,0.05658,18.175
"FW08WY052",1.98,0,53.3675
"FW08WY054",11.71,0,26.8038
"FW08WY055",3.7,0,57.0988
"FW08WY056",7.18,0.00253,34.0906
"FW08WY057",3.87,0.02472,95.4525
"FW08WY058",5.47,0.07346,21.5263
"FW08WY061",2.18,0.01294,13.6969
"FW08WY062",5.92,0,108.7688
"FW08WY068",3.16,0,37.9238
"FW08WY070",14.61,0,629.338
"FW08WY071",5.35,0.00539,87.68
"FW08WY075",5.41,0.00459,49.3031
"FW08WY077",6.7,0,138.5513
"FW08WY081",8.06,0.00296,69.6469
"FW08WY085",0.56,0.03339,58.7781
"FW08WY089",2.98,0.00301,45.3413
"FW08WY090",15.37,0,247.1025
"FW08WY092",4.1,0.00155,191.2206
