"UniqueLakeName","Lat","Lon","DOC_Median","TN_Median","TP_Median","pH"
"L0641",34.74636111,32.92194444,NA,0.6,0.11,NA
"L0642",34.78754,-111.2309,0.00639,NA,NA,8.3
"L0643",34.788404,126.460989,NA,NA,NA,NA
"L0644",34.80731,-84.26597,0.00124,NA,NA,6.85
"L0645",34.83841,-87.9467,0.00219,NA,NA,7.4
"L0647",34.88603,-79.68938,0.00503,NA,NA,6
"L0648",34.88623,-95.16322,0.00431,NA,NA,8.28
"L0650",34.90195,-94.7657,0.00615,NA,NA,7.01
"L0651",34.91384,-98.73028,0.00437,NA,NA,7.69
"L0652",34.92888889,32.58938889,NA,0.1,0.05,NA
"L0654",34.93328,-77.10274,0.01519,NA,NA,NA
"L0655",34.94582,-97.47574,0.00929,NA,NA,8.02
"L0656",34.95365,-96.7183,0.00623,NA,NA,8.51
"L0657",34.96189,-80.51686,0.009825,NA,NA,7.03
"L0658",34.9659,-97.67552,0.00545,NA,NA,8.22
"L0660",35.001,127.587,0.0016,NA,0.022,6.6
"L0661",35.01895,-85.55981,0.00207,NA,NA,7.3
"L0662",35.0198,-111.4027,0.00651,NA,NA,7.4
"L0663",35.02063,-81.04742,0.00232,NA,NA,6.8
"L0664",35.03,33.17,NA,0.6,0.18,NA
"L0665",35.03252,-79.04178,0.00399,NA,NA,5.7
"L0666",35.05246,-79.20867,0.0028,NA,NA,NA
"L0667",35.05636,-82.33961,0.00268,NA,NA,6.9
"L0669",35.06242,-82.68738,0.00121,NA,NA,6.9
"L0670",35.06361,-111.4966,0.00636,NA,NA,7.8
"L0671",35.07374,127.25237,NA,NA,NA,NA
"L0672",35.09506,-84.60956,0.00134,NA,NA,7.7
"L0673",35.11083,-81.97056,NA,NA,0.019,7.3
"L0677",35.13865,-96.23065,0.0088,NA,NA,7.38
"L0678",35.14239,-90.4578,0.00564,NA,NA,7.7
"L0680",35.1516366666667,-93.4277,0.00208,NA,0.0345,6.3
"L0682",35.16783,-83.66709,0.00105,NA,NA,7
"L0683",35.1678875,-99.074265,0.00604,NA,0.09,7.65
"L0684",35.17104,-99.37115,0.00972,NA,NA,8.36
"L0686",35.19859,-98.49131,0.00417,NA,NA,8.19
"L0687",35.20132,-81.34573,0.003265,NA,NA,7.55
"L0688",35.20544,-96.55493,0.00674,NA,NA,7.19
"L0697",35.37134,-86.38168,0.00408,NA,NA,8.2
"L0698",35.3953525,-98.703185,0.0037,NA,0.02,7.92
"L0699",35.41816,-95.92111,NA,NA,0.07,NA
"L0700",35.41308,-88.07468,0.00244,NA,NA,7.7
"L0701",35.43592,-99.24197,0.00726,NA,NA,8.4
"L0704",35.471,129.271,0.0043,NA,0.049,9.2
"L0705",35.49457,-80.5756,0.00536,NA,NA,8.4
"L0706",35.49774,-97.6793,0.00469,NA,NA,8.42
"L0707",35.50355,-104.2255,0.00448,NA,NA,8.2
"L0708",35.52585,-96.3181866666667,0.00721,NA,0.02,7.53
"L0709",35.51629,-80.20338,0.00309,NA,NA,9.4
"L0710",35.517,129.33,0.003,NA,0.043,7.9
"L0711",35.5194178564103,-76.1144457358974,0.00864585,NA,0.0675,8.3
"L0712",35.52043,-94.97046,0.00498,NA,NA,7.62
"L0713",35.52857,-98.02579,0.00547,NA,NA,7.41
"L0715",35.55993,-105.1612,0.00532,NA,NA,8.2
"L0716",35.56344,-93.63793,0.00134,NA,NA,6.7
"L0717",35.56351,-97.5947,0.00543,NA,NA,8.6
"L0718",35.58384,-90.9633,0.00512,NA,NA,7.2
"L0719",35.587,127.111,0.0024,NA,0.0105,7.9
"L0720",35.6650325,-101.60785,0.00475,NA,0.049,8.35
"L0721",35.64054,-94.9697,0.00216,NA,NA,8.57
"L0723",35.666,126.568,0.0021,NA,0.014,6.8
"L0724",35.6334533333333,-106.3118,0.00387,NA,0.021,8.2
"L0727",35.67385,-88.31948,0.00287,NA,NA,6.8
"L0728",35.6908,-105.876,0.0065,NA,NA,8.1
"L0731",35.73708,-109.5196,0.01553,NA,NA,10.3
"L0732",35.75956,-105.1445,0.00737,NA,NA,8.1
"L0733",35.77337,-81.54175,0.00221,NA,NA,8.95
"L0734",35.7948957142857,-81.29286,0.00193,NA,0.0745,7.1
"L0735",35.81388,-78.5288,0.006,NA,NA,8.8
"L0738",35.87345,-96.55656,0.01075,NA,NA,7.4
"L0739",35.88448,-100.1853,0.01095,NA,NA,8.53
"L0740",35.92128,-97.41305,0.00673,NA,NA,7.59
"L0741",35.93943,-83.36503,0.00228,NA,NA,9.2
"L0742",35.94836,-85.3193,0.00419,NA,NA,8.2
"L0743",35.999232826087,-78.6677252173913,0.00699,NA,0.05,7.8
"L0744",35.97473,-105.9168,0.00409,NA,NA,8.2
"L0746",35.984,100.6453,NA,8.171,1.017,NA
"L0748",36.003516,-96.873398,0.007075,NA,0.1,7.625
"L0749",36.00713,-84.89744,0.00364,NA,NA,8.6
"L0750",36.011,129.264,0.003,NA,0.019,8.2
"L0751",36.03333333,138.0833333,NA,NA,NA,NA
"L0752",36.0399,-106.8488,0.00969,NA,NA,8.5
"L0753",36.0405436065574,140.393801639344,NA,1.49615,0.1079,8.5
"L0754",36.04196,-85.58909,0.00338,NA,NA,8.2
"L0755",36.05643,-99.91717,0.00501,NA,0.03,8.14
"L0758",36.0829,-87.28856,0.0022,NA,NA,8.3
"L0759",36.1622521428571,-114.629871428571,0.00271,NA,NA,8.2
"L0760",36.11836,-79.31994,0.00563,NA,NA,7.9
"L0762",36.14306,-98.62857,0.00655,NA,NA,8.27
"L0763",36.15288,-79.14605,0.0071,NA,NA,8.2
"L0764",36.1583,-79.85317,0.00357,NA,NA,8.4
"L0765",36.16293,-96.36835,0.004645,NA,NA,7.245
"L0767",36.17652,-79.76105,0.00338,NA,NA,8.3
"L0769",36.20872,-109.0936,0.00596,NA,NA,8.01
"L0770",36.24914,-97.3397675,0.00485,NA,0.07,7.76
"L0771",36.24,126.66,0.0017,NA,0.011,7.8
"L0772",36.25057,-87.19196,0.00245,NA,NA,8.4
"L0773",36.27424,-109.2029,0.00591,NA,NA,8.5
"L0774",36.29133,33.96417,NA,0.3,0.06,NA
"L0775",36.30111,34.01119,NA,0.1,0.06,NA
"L0777",36.30884,-96.1286,0.00562,NA,NA,7.74
"L0778",36.31068,-88.48982,0.00541,NA,NA,7.2
"L0779",36.38727,-96.82324,0.00651,NA,NA,7.66
"L0781",36.4185,127.5075,0.0022,1.109,0.024,7.8
"L0782",36.42565,-103.6054,0.01822,NA,NA,8.9
"L0783",36.47751,-104.8975,0.00661,NA,NA,9.6
"L0785",36.51479,-96.19117,0.0081,NA,NA,7.42
"L0786",36.54612,-99.56572,0.00634,NA,0.04,8.27
"L0787",36.57979,-81.99701,0.00237,NA,NA,8.4
"L0788",36.56057,-77.74541,0.00734,NA,NA,8.6
"L0789",36.56094,-93.51184,NA,0.42,0.015,NA
"L0790",36.56097,-88.0412,NA,NA,NA,NA
"L0791",36.56242,-104.5943,0.00947,NA,NA,10.1
"L0792",36.57446,-104.6631,0.0057,NA,NA,8.5
"L0793",36.58658,35.31869,NA,0.3,0.14,NA
"L0794",36.59009,-89.26975,0.00689,NA,NA,8.4
"L0796",36.5974275,-118.675675,NA,NA,NA,NA
"L0797",36.6038,-104.6398,0.0065,NA,NA,9.4
"L0798",36.61967,-6.041333,NA,2.76,0.155,8.489
"L0799",36.6388904444444,-91.0545291111111,0.00287,0.235,0.009,8.08
"L0801",36.65848,-79.84411,0.00372,NA,NA,7.8
"L0802",36.65936,-90.95441,NA,0.525,0.019,NA
"L0804",36.66772,-5.784778,NA,NA,NA,NA
"L0805",36.67099,-4.452725,NA,4.9,0.2,NA
"L0806",36.6711,-4.452469,NA,5,NA,NA
"L0807",36.67131,-4.45601,NA,1.8,0.26,NA
"L0808",36.67199,-4.452602,NA,5.1,0.15,NA
"L0809",36.67292,-4.4558,NA,9.7,0.23,NA
"L0810",36.67293,-4.455225,NA,5.5,0.29,NA
"L0811",36.6813333333333,-106.700033333333,0.00244,NA,0.0445,7.9
"L0812",36.67362,-4.455017,NA,5.3,0.82,NA
"L0814",36.68165,-83.70495,0.0014,NA,NA,7
"L0815",36.69491,-93.50632,NA,0.725,0.083,NA
"L0816",36.70286,-96.42019,0.00339,NA,NA,7.96
"L0819",36.72481,-98.88888,0.00609,NA,NA,8.86
"L0820",36.72026,-97.027105,0.00533,NA,0.02,8.72
"L0821",36.74859,-96.85512,0.00434,NA,NA,7.71
"L0822",36.75222,-5.793889,NA,0.6,0.02,NA
"L0823",36.75555,-2.9464,NA,3.9,0.08,NA
"L0824",36.7873,-89.17573,0.00477,NA,NA,8.45
"L0825",36.79089,-5.784778,NA,NA,NA,NA
"L0827",36.80783,-80.07973,0.00165,NA,NA,7.6
"L0828",36.81228,-96.04132,0.0078,NA,NA,7.4
"L0829",36.82085,-91.35089,NA,0.13,0.006,NA
"L0830",36.82323,-107.4638,0.00338,NA,NA,8.1
"L0832",36.84154,-76.64966,0.00512,NA,NA,7.4
"L0833",36.8444,100.1898,NA,2.5,0.08,NA
"L0834",36.8490475,-102.869775,0.00705,NA,0.06,7.8
"L0837",36.89068,-95.95265,0.00453,NA,NA,7.53
"L0839",36.90922,-92.09834,NA,0.2,0.011,NA
"L0840",36.91802,-90.77373,NA,0.58,0.022,NA
"L0842",36.9216,-87.45543,0.0105,NA,NA,7.5
"L0846",36.94421,-82.20272,0.00272,NA,NA,8.3
"L0847",36.953,128.046,0.0019,NA,0.019,7.7
"L0848",36.97055,-90.35313,0.00437,NA,NA,8.6
"L0849",36.98117,34.879,NA,NA,NA,NA
"L0850",36.98625,-87.2057,0.00649,NA,NA,7.2
"L0851",37.04266,-80.87554,0.00305,NA,NA,7.5
"L0852",37.04809,-90.90479,NA,0.49,0.02,NA
"L0853",37.05531,35.33231,NA,0.4,1.03,NA
"L0854",37.05642,-3.379533,NA,0.5,0.07,NA
"L0855",37.06497,-87.66339,0.00498,NA,NA,8
"L0856",37.09209,-96.79891,0.00373,NA,NA,8.2
"L0857",37.11772,-93.24611,NA,0.79,0.049,NA
"L0858",37.1227,-77.63605,0.00604,NA,NA,7.5
"L0859",37.12083,29.59812,NA,0.6,0.04,NA
"L0861",37.13569,-89.34115,NA,NA,0.199,NA
"L0862",37.1492403125,-90.792620625,0.0011,NA,0.04,8.3
"L0863",37.14728,-119.5156,0.00159,NA,NA,6.6
"L0865",37.16203,-92.18312,NA,0.53,0.02,NA
"L0866",37.17719,-82.39105,0.00239,NA,NA,8.1
"L0868",37.1898,-89.63729,NA,1.075,0.054,NA
"L0869",37.19249,-95.98673,0.00785,NA,NA,7.2
"L0871",37.21418,-78.62539,0.00291,NA,NA,7.4
"L0872",37.21497,35.31344,NA,0.5,0.54,NA
"L0873",37.23237,-96.19559,0.00379,NA,NA,8.3
"L0874",37.24526,-121.9669,0.00402,NA,NA,8.56
"L0877",37.26906,-87.52288,0.00383,NA,NA,8.2
"L0878",37.2787,-3.675683,NA,2.5,0.05,NA
"L0879",37.2851,-89.83979,NA,0.755,0.0455,NA
"L0881",37.2932,-77.88986,0.00468,NA,NA,7.825
"L0882",37.29914,-76.82123,0.00611,NA,NA,8
"L0884",37.30166,-115.1266,0.012975,NA,NA,8.7
"L0885",37.30299,-93.302,NA,0.44,0.03,NA
"L0886",37.30369,-76.70768,0.00315,NA,NA,7.8
"L0887",37.30865,30.81348,NA,0.6,0.06,NA
"L0888",37.30946,-93.20654,NA,0.33,0.012,NA
"L0889",37.31529,-79.81921,0.00254,NA,NA,7.1
"L0891",37.321,126.889,0.0042,NA,0.038,7.8
"L0892",37.32456,31.99214,NA,0.8,0.05,NA
"L0893",37.3211242857143,-86.1959442857143,NA,NA,0.027,8.6
"L0894",37.34472,-77.1802,0.01401,NA,NA,6.4
"L0897",37.3584057142857,-76.8337528571429,0.00358,NA,0.014,7.7
"L0899",37.38533,-99.78515,0.00435,NA,NA,8.9
"L0900",37.38567,29.96963,NA,0.5,0.07,NA
"L0901",37.388382,-91.2612936666667,0.00243,0.19,0.009,8.7
"L0902",37.39411,-78.63745,0.00301,NA,NA,7.08
"L0904",37.39565,-88.68475,0.00754,NA,NA,7.7
"L0905",37.40212,30.84833,NA,0.4,0.03,NA
"L0906",37.41662,-108.4046,0.00793,NA,NA,8.4
"L0907",37.42081,-90.62231,NA,0.22,0.012,NA
"L0908",37.42361,46.85681,NA,1,0.12,NA
"L0909",37.4308185714286,-76.9002985714286,0.00554,NA,0.03,8.2
"L0910",37.43724,-113.0491,0.00391,NA,NA,8.49
"L0911",37.45372,-89.4869,NA,0.575,0.019,NA
"L0912",37.4755,-89.58068,NA,0.49,0.022,NA
"L0913",37.47735,-88.32738,0.00443,NA,NA,8.2
"L0914",37.48305,72.52875,NA,NA,NA,NA
"L0916",37.50029,-90.83034,NA,0.2,0.012,NA
"L0917",37.50728,-96.22952,0.00583,NA,NA,9.3
"L0918",37.509,127.298,0.0026,NA,0.024,8.2
"L0919",37.51884,-92.12339,NA,0.4,0.0145,NA
"L0920",37.5242,-112.7841,0.00288,NA,NA,9.92
"L0923",37.556,128.058,0.0018,NA,0.015,8.2
"L0925",37.56936,-115.2249,0.01711,NA,NA,8.8
"L0926",37.57015,-93.71883,NA,0.5,0.016,NA
"L0927",37.58096,-90.30535,NA,0.7,0.062,NA
"L0928",37.59004,-90.57094,NA,0.49,0.055,NA
"L0929",37.59439,-90.65877,NA,0.425,0.032,NA
"L0930",37.59935,-118.7416,0.00342,NA,NA,9.1
"L0933",37.61579,-87.85836,0.00714,NA,NA,9.3
"L0934",37.6231,30.87922,NA,0.8,0.08,NA
"L0935",37.62557,-81.09988,0.00272,NA,NA,7.65
"L0938",37.64684,-91.51095,NA,0.42,0.014,NA
"L0939",37.64784,-90.58984,0.0035,NA,NA,7.9
"L0940",37.6517307142857,-113.526985714286,0.00565,NA,0.042,8.7
"L0941",37.65529,-98.26265,0.00635,NA,NA,8.15
"L0942",37.74569,31.526815,NA,0.65,0.04,NA
"L0943",37.66236,-120.2096,0.00137,NA,NA,7.4
"L0944",37.66794,-88.83968,0.00924,NA,NA,7.2
"L0945",37.6656648148148,-94.4135322222222,0.00598,0.62,0.035,8.2
"L0946",37.671,-81.07001,0.00289,NA,NA,7.82
"L0948",37.6829,107.5062,NA,1.138,0.051,NA
"L0950",37.69559,-81.05483,0.00201,NA,NA,7.3
"L0952",37.70524,-97.05593,0.00758,NA,NA,7.5
"L0953",37.72057,-89.91128,NA,0.945,0.074,NA
"L0954",37.72272,72.96047,NA,NA,NA,NA
"L0955",37.72573,-90.64288,NA,0.43,0.028,NA
"L0956",37.72693,-90.91728,0.0028,NA,NA,8.38
"L0959",37.75368,72.9188,NA,NA,NA,NA
"L0960",37.75821,-25.33238,NA,2,0.05,NA
"L0961",37.75822,-94.85392,0.00656,NA,NA,7.6
"L0963",37.78861,-119.0741,0.00506,NA,NA,8.4
"L0964",37.8085,-94.20631,0.00798,NA,NA,7.1
"L0965",37.8096,-90.50011,NA,0.355,0.009,NA
"L0966",37.82008,-87.95309,NA,NA,0.283,NA
"L0969",37.82448,-107.8854,0.000935,NA,NA,8
"L0971",37.85926,-93.32597,0.00434,NA,NA,8.1
"L0972",37.85784,-25.77942,NA,0.9,0.045,NA
"L0973",37.84566,-93.32692,NA,0.58,0.025,NA
"L0974",37.8888,-88.80966,NA,NA,0.197,NA
"L0975",37.89444,-120.5721,0.00175,NA,NA,7.5
"L0976",37.89543,-90.59582,NA,0.35,0.007,NA
"L0977",37.89716,-90.61927,NA,0.355,0.009,NA
"L0978",37.90039,-90.6435,NA,0.25,0.005,NA
"L0979",37.90241,-90.62826,NA,0.28,0.006,NA
"L0980",37.90275,-88.79198,NA,NA,0.5,NA
"L0981",37.90869,-114.2643,0.00633,NA,NA,8.8
"L0984",37.92312,-90.63709,NA,0.29,0.008,NA
"L0985",37.9429908163265,-90.9242497959184,0.00269,0.27,0.011,8.2
"L0986",37.943,127.893,0.0017,NA,0.016,7.6
"L0987",37.94624,-90.20687,NA,0.58,0.039,NA
"L0988",37.94635,-122.6247,0.00305,NA,NA,8.3
"L0989",37.95716,-77.88159,0.00428,NA,NA,6.6
"L0990",38.0314721428571,30.872175,0.0103,0.65,0.04,8.8
"L0992",37.97489,-80.95374,0.00309,NA,NA,7
"L0994",37.98065,-90.33724,NA,0.36,0.011,NA
"L0996",37.99434,-90.54214,0.00275,NA,NA,8.2
"L0997",37.99454,-85.23846,NA,NA,NA,NA
"L0999",37.99685,-91.6959,NA,0.45,0.024,NA
"L10000",43.41293,-91.19433,NA,NA,0.0295,NA
"L10001",45.50575,-93.33032,NA,NA,0.504,NA
"L10002",44.04186,-72.60518,NA,NA,0.016,NA
"L10003",44.30965,-93.91909,NA,NA,0.058,NA
"L10004",39.35473,-87.34386,NA,NA,NA,NA
"L10005",44.7003,-93.47359,NA,1.955,NA,NA
"L10006",47.97423,-90.68543,NA,NA,0.009,NA
"L10007",40.5443,-81.24217,NA,0.513,0.03525,NA
"L10008",41.68587,-85.6065,NA,NA,0.2275,NA
"L10009",43.79392,-95.49238,NA,NA,0.1205,NA
"L10010",46.47785,-92.69417,NA,NA,0.022,NA
"L10011",45.27374,-92.94754,NA,NA,0.045,NA
"L10012",41.67861,-85.05553,NA,NA,0.016,NA
"L10013",44.69671,-94.21461,NA,NA,0.201,NA
"L10014",45.95964,-89.61959,NA,NA,0.006,NA
"L10015",47.16523,-93.73076,0.013755,1.01,0.035,NA
"L10016",41.57248,-85.01143,NA,NA,0.015,NA
"L10017",43.63241,-93.31611,NA,NA,0.174,NA
"L10018",47.8398,-90.74875,0.0085,0.494,0.024,NA
"L10019",39.10585,-87.15099,NA,NA,0.03,NA
"L1002",38.01059,-87.0232,NA,NA,0.0645,NA
"L10020",44.00374,-89.42906,NA,NA,0.02,NA
"L10021",46.62449,-93.54505,NA,NA,0.039,NA
"L10022",44.93754,-85.72926,NA,NA,0.0039,NA
"L10023",41.26213,-85.55457,NA,NA,0.01,NA
"L10024",39.00178,-87.2449,NA,NA,0.013,NA
"L10025",44.89708,-93.56473,NA,NA,0.07,NA
"L10026",44.32147,-68.28754,0.00357,0.219,0.0052,NA
"L10027",46.47615,-92.71138,NA,NA,0.022,NA
"L10028",45.51135,-89.5709,0.0043,NA,0.008,NA
"L10029",38.98012,-87.24448,NA,NA,0.015,NA
"L1003",38.01898,-89.4317,NA,NA,0.016,NA
"L10030",43.15258,-72.73195,NA,NA,0.0083,NA
"L10031",42.86108,-85.21155,NA,NA,0.048,NA
"L10032",45.39893,-94.30642,0.0061,NA,0.04,NA
"L10033",45.63316,-93.23333,NA,NA,0.154,NA
"L10034",41.64561,-85.19635,NA,NA,0.0535,NA
"L10035",44.04076,-72.62153,NA,NA,0.01,NA
"L10036",44.66544,-73.17861,NA,NA,0.0258,NA
"L10037",42.754,-72.63462,NA,NA,0.0071,NA
"L10038",44.21613,-89.12325,NA,NA,0.009,NA
"L10039",44.56983,-88.95831,NA,NA,0.017,NA
"L1004",38.03018,-89.41652,NA,NA,0.037,NA
"L10040",44.08159,-86.1756,NA,NA,0.009,NA
"L10041",44.10516,-72.15886,NA,NA,0.01295,NA
"L10042",46.01152,-93.18609,NA,NA,0.032,NA
"L10043",48.06286,-91.38919,0.00569,0.319,0.009,NA
"L10044",45.35549,-96.13731,0.014,NA,0.241,NA
"L10045",46.96414,-94.16459,NA,NA,0.044,NA
"L10046",47.49442,-92.59558,NA,NA,0.175,NA
"L10047",48.06008,-92.90788,NA,NA,NA,NA
"L10048",44.86861,-93.49268,NA,NA,NA,NA
"L10049",45.10132,-92.95316,NA,NA,0.06,NA
"L10050",46.23989,-95.84168,NA,NA,0.023,NA
"L10051",48.49654,-92.74226,0.01302,0.688,0.022,NA
"L10052",41.72299,-85.13849,NA,NA,0.1,NA
"L10053",46.55713,-87.53199,NA,NA,0.011,NA
"L10054",47.44928,-92.80958,NA,NA,0.062,NA
"L10055",44.99335,-71.92216,NA,NA,0.0103,NA
"L10056",38.48574,-87.26111,NA,NA,0.0315,NA
"L10057",45.81819,-89.58295,NA,NA,0.0085,NA
"L10058",47.51486,-92.33089,NA,NA,0.028,NA
"L10059",42.21725,-83.5866,NA,NA,0.0465,NA
"L1006",38.05675,-88.91483,NA,NA,0.142,NA
"L10060",44.06012,-89.19541,NA,NA,0.021,NA
"L10061",44.30874,-72.44416,NA,NA,0.0169,NA
"L10062",41.43019,-85.72149,NA,NA,0.01,NA
"L10063",44.86656,-93.65901,NA,1.17,NA,NA
"L10064",47.98948,-92.09664,0.0072,0.32,0.009,NA
"L10065",42.20733,-86.26913,NA,NA,0.019,NA
"L10066",43.94822,-94.94826,NA,NA,0.11,NA
"L10067",45.0744,-93.41332,NA,1.0045,0.037,NA
"L10068",45.43745,-89.69349,NA,NA,0.017,NA
"L10069",48.09242,-91.88753,0.00941,0.431,0.021,NA
"L10070",42.21141,-83.49422,NA,NA,0.0575,NA
"L10071",41.93697,-85.03566,NA,NA,0.0285,NA
"L10072",41.35794,-85.63211,NA,NA,0.068,NA
"L10073",42.91828,-72.68326,NA,NA,0.0099,NA
"L10074",47.48923,-92.83841,NA,0.28818,NA,NA
"L10075",44.63492,-73.06323,NA,NA,0.0131,NA
"L10076",46.06355,-89.70471,NA,0.359,0.028,NA
"L10077",45.92143,-92.24234,NA,NA,0.017,NA
"L10078",44.77781,-71.79921,NA,NA,0.0196,NA
"L10079",39.00122,-87.21751,NA,NA,0.015,NA
"L1008",38.061,-88.40331,NA,NA,0.1065,NA
"L10080",47.44136,-87.98083,NA,NA,0.01,NA
"L10081",45.10974,-93.22901,NA,NA,0.065,NA
"L10082",45.90633,-89.70095,0.0031,NA,NA,NA
"L10083",46.22299,-92.97227,NA,NA,0.027,NA
"L10084",39.96858,-83.72998,NA,1.201899,0.0569,NA
"L10085",40.7666,-86.53293,NA,NA,0.029,NA
"L10086",43.12237,-72.60433,NA,NA,0.016,NA
"L10087",42.77554,-88.91631,NA,NA,0.0215,NA
"L10088",41.4263,-85.54012,NA,NA,0.026,NA
"L10089",43.12468,-88.4276,NA,NA,0.017,NA
"L1009",38.0622,-103.6094,0.00551,NA,NA,8.45
"L10090",47.69015,-93.40373,NA,NA,0.028,NA
"L10091",45.87098,-89.93659,NA,NA,0.01,NA
"L10092",39.11252,-87.38395,NA,NA,0.095,NA
"L10093",44.47323,-83.363,NA,NA,0.033,NA
"L10094",47.93896,-92.10179,0.00978,0.553,0.014,NA
"L10095",47.241,-93.67852,0.0102,0.71,0.022,NA
"L10096",39.05551,-85.51201,NA,NA,0.0885,NA
"L10097",44.32548,-72.50003,NA,NA,0.0204,NA
"L10098",44.06995,-84.75303,NA,NA,0.0075,NA
"L10099",44.68895,-71.66348,NA,NA,0.0092,NA
"L1010",38.063035,-86.662215,0.00262,NA,0.023,8.8
"L10100",45.60737,-89.50732,NA,NA,0.015,NA
"L10101",42.64908,-71.5826,NA,1.2,0.0445,NA
"L10102",47.18914,-95.21793,0.0064,NA,0.0175,NA
"L10103",44.95984,-93.32131,NA,0.707,0.06,NA
"L10104",44.97283,-85.31332,NA,NA,0.003,NA
"L10105",44.31779,-89.32398,NA,NA,0.021,NA
"L10106",47.87005,-90.90846,0.00401,NA,0.011,NA
"L10107",41.819,-70.75489,NA,NA,0.098,NA
"L10108",44.13712,-88.03759,NA,NA,0.0775,NA
"L10109",42.73178,-88.94215,0.018,NA,0.217,NA
"L10110",43.19519,-88.27386,NA,NA,0.018,NA
"L10111",46.63059,-93.38676,NA,NA,0.034,NA
"L10112",43.90309,-94.66001,NA,NA,0.071,NA
"L10113",44.211,-73.31774,NA,NA,0.12,NA
"L10114",47.46402,-87.86361,NA,NA,0.011,NA
"L10115",45.44693,-88.43814,0.00803,NA,0.024,NA
"L10116",47.62199,-91.27368,NA,NA,NA,NA
"L10117",45.98244,-86.02818,NA,NA,0.02,NA
"L10118",44.86858,-85.98131,NA,NA,0.0051,NA
"L10119",43.75626,-73.02806,NA,NA,0.0189,NA
"L1012",38.07682,-122.7304,0.00415,NA,NA,7.7
"L10120",44.6103,-72.5022,NA,NA,0.02665,NA
"L10121",43.79532,-89.62243,NA,NA,0.011,NA
"L10122",48.13919,-92.29023,NA,NA,0.038,NA
"L10123",45.43688,-94.33711,NA,NA,0.017,NA
"L10124",46.72272,-93.97727,NA,NA,0.04,NA
"L10125",47.42388,-93.52348,NA,0.265,0.012,NA
"L10126",43.6271,-88.96885,NA,NA,0.0699,NA
"L10127",47.44293,-93.63424,0.01206,0.477,0.007,NA
"L10128",45.20567,-93.06779,NA,NA,0.04,NA
"L10129",44.33304,-90.62418,NA,NA,0.044,NA
"L1013",38.07828,-94.4291,NA,0.85,0.049,NA
"L10130",45.84784,-88.63284,NA,NA,0.0195,NA
"L10131",41.4355,-85.57717,NA,NA,0.026,NA
"L10132",44.64059,-72.1877,NA,NA,0.0131,NA
"L10133",43.23976,-86.28952,NA,NA,0.029,NA
"L10134",41.5278,-87.2713,NA,NA,0.173,NA
"L10135",42.66797,-83.46107,NA,NA,0.02,NA
"L10136",39.47467,-87.44323,NA,NA,0.092,NA
"L10137",39.27557,-85.18906,NA,NA,0.085,NA
"L10138",47.57022,-93.59573,0.00843,0.5365,0.02,NA
"L10139",46.06967,-91.95661,NA,NA,0.008,NA
"L1014",38.08398,-88.55659,NA,NA,0.113,NA
"L10140",43.93736,-89.98602,0.0135,NA,0.09,NA
"L10141",47.65491,-94.11567,NA,NA,0.028,NA
"L10142",43.71616,-72.90143,NA,NA,0.0078,NA
"L10143",44.07784,-72.83429,NA,NA,0.0162,NA
"L10144",45.46821,-92.42742,NA,NA,0.0235,NA
"L10145",41.71602,-86.55177,NA,NA,0.0265,NA
"L10146",46.4907,-94.14036,NA,NA,0.018,NA
"L10147",46.07777,-89.40057,NA,NA,0.014,NA
"L10148",47.93923,-90.67695,0.00568,0.239,0.007,NA
"L10149",47.63095,-93.16996,0.0283,1,0.045,NA
"L1015",38.094357037037,-91.4531877777778,0.00447,0.61,0.032,7.9
"L10150",44.69206,-85.68309,NA,NA,0.006,NA
"L10151",46.17967,-89.75201,NA,NA,0.007,NA
"L10152",46.62391,-92.45963,NA,NA,0.0215,NA
"L10153",43.89153,-93.34945,0.00975,NA,0.0395,NA
"L10154",47.98678,-90.70171,0.00776,NA,0.032,NA
"L10155",47.95672,-92.07403,0.00943,0.518,0.016,NA
"L10156",45.32578,-85.18206,NA,4.27,0.00785,NA
"L10157",44.99824,-93.11315,0.00875,NA,0.03,NA
"L10158",44.73997,-71.71769,NA,NA,0.012,NA
"L10159",47.90369,-91.09911,0.01018,NA,0.009,NA
"L1016",38.0991,-91.05984,0.00376,NA,NA,8.6
"L10160",44.8162,-93.06754,0.00715,NA,0.022,NA
"L10161",46.32388,-93.84886,NA,NA,0.014,NA
"L10162",47.84943,-92.07882,NA,NA,0.011,NA
"L10163",45.525,-94.47764,NA,NA,0.044,NA
"L10164",45.04819,-92.82352,NA,NA,NA,NA
"L10165",45.5476,-88.83358,0.009255,NA,0.0205,NA
"L10166",43.99274,-84.90263,NA,NA,0.0155,NA
"L10167",45.5416,-93.22413,NA,NA,0.041,NA
"L10168",41.74829,-84.92476,NA,NA,0.037,NA
"L10169",43.69217,-90.79657,NA,NA,0.0535,NA
"L1017",38.103,127.794,0.00155,NA,0.0135,7.7
"L10170",44.67613,-72.1452,NA,NA,0.0084,NA
"L10171",45.53146,-92.20011,NA,NA,0.028,NA
"L10172",42.78233,-86.1643,NA,NA,0.1125,NA
"L10173",46.47224,-94.01206,NA,NA,0.035,NA
"L10174",40.44184,-85.32948,NA,NA,0.101,NA
"L10175",40.97584,-81.12907,NA,0.722,0.0382,NA
"L10176",43.70376,-73.28403,NA,NA,0.02025,NA
"L10177",46.26709,-87.50664,NA,NA,0.012,NA
