"SITECODE","SDATE","FIELDNAME","VALUE"
"T03",10-NOV-04,"POTASSIUM",4.008
"T03",10-NOV-04,"SO4S",1.79
"T03",10-NOV-04,"SODIUM",3.585
"T05",10-NOV-04,"PHAQCS",5.92
"T05",10-NOV-04,"PHAQCU",6.07
"T05",10-NOV-04,"POTASSIUM",4.308
"T05",10-NOV-04,"SO4S",1.866
"T05",10-NOV-04,"SODIUM",4.452
"T04",10-NOV-04,"ALUMINIUM",0.32
"T04",10-NOV-04,"CALCIUM",3.67
"T04",10-NOV-04,"CHLORIDE",10.9
"T04",10-NOV-04,"COLOUR",0
"T04",10-NOV-04,"CONDY",59.5
"T04",10-NOV-04,"DOC",8.8
"T04",10-NOV-04,"IRON",0.31
"T04",10-NOV-04,"MAGNESIUM",2.08
"T04",10-NOV-04,"NH4N",0.6
"T04",10-NOV-04,"NO3N",0.679
"T04",10-NOV-04,"PH",5.55
"T04",10-NOV-04,"PHAQCS",4.06
"T04",10-NOV-04,"PHAQCU",4.05
"T04",10-NOV-04,"PO4P",0.1
"T04",10-NOV-04,"POTASSIUM",3.1
"T04",10-NOV-04,"SO4S",1.73
"T04",10-NOV-04,"SODIUM",2.99
"T04",10-NOV-04,"TOTALN",1.3
"T04",10-NOV-04,"TOTALP",0.194
"T03",10-NOV-04,"CALCIUM",3.95
"T05",10-NOV-04,"CALCIUM",4.393
"T05",10-NOV-04,"CHLORIDE",11.623
"T05",10-NOV-04,"MAGNESIUM",2.719
"T05",10-NOV-04,"NH4N",0.05
"T05",10-NOV-04,"NO3N",0.748
"T09",10-NOV-04,"PH",5.37
"T09",10-NOV-04,"PHAQCS",4.06
"T09",10-NOV-04,"PHAQCU",4.05
"T09",10-NOV-04,"PO4P",0.041
"T09",10-NOV-04,"POTASSIUM",4.037
"T09",10-NOV-04,"SO4S",1.826
"T09",10-NOV-04,"SODIUM",4.123
"T09",10-NOV-04,"TOTALN",1.371
"T09",10-NOV-04,"ALUMINIUM",0.44
"T09",10-NOV-04,"CALCIUM",4.088
"T09",10-NOV-04,"CHLORIDE",11.25
"T09",10-NOV-04,"CONDY",55.6
"T09",10-NOV-04,"IRON",0.418
"T09",10-NOV-04,"MAGNESIUM",2.605
"T09",10-NOV-04,"NH4N",0.58
"T03",10-NOV-04,"CONDY",57.4
"T02",11-NOV-04,"ALKY",0
"T02",11-NOV-04,"ALUMINIUM",0.307
"T02",11-NOV-04,"CALCIUM",3.52
"T02",11-NOV-04,"CHLORIDE",9.82
"T02",11-NOV-04,"CONDY",69.6
"T02",11-NOV-04,"DOC",7.02
"T02",11-NOV-04,"IRON",0.346
"T02",11-NOV-04,"MAGNESIUM",2.06
"T02",11-NOV-04,"NH4N",0.471
"T02",11-NOV-04,"NO3N",0.592
"T02",11-NOV-04,"PH",4.47
"T02",11-NOV-04,"PO4P",0.178
"T02",11-NOV-04,"POTASSIUM",3.1
"T02",11-NOV-04,"SO4S",1.65
"T02",11-NOV-04,"SODIUM",2.93
"T02",11-NOV-04,"TOTALN",1.26
"T06",11-NOV-04,"NH4N",0.54
"T06",11-NOV-04,"NO3N",0.74
"T06",11-NOV-04,"PH",5.52
"T06",11-NOV-04,"PHAQCS",5.52
"T06",11-NOV-04,"PHAQCU",5.51
"T06",11-NOV-04,"PO4P",0.07
"T06",11-NOV-04,"POTASSIUM",4.083
"T06",11-NOV-04,"SO4S",1.7
"T06",11-NOV-04,"SODIUM",4.213
"T08",11-NOV-04,"ALUMINIUM",0.29
"T08",11-NOV-04,"CALCIUM",3.24
"T08",11-NOV-04,"CHLORIDE",11
"T08",11-NOV-04,"CONDY",62.8
"T08",11-NOV-04,"DOC",9.4
"T08",11-NOV-04,"IRON",0.32
"T08",11-NOV-04,"MAGNESIUM",1.92
"T08",11-NOV-04,"NH4N",0.57
"T08",11-NOV-04,"NO3N",0.75
"T08",11-NOV-04,"PH",5.16
"T08",11-NOV-04,"PHAQCS",3.98
"T08",11-NOV-04,"PHAQCU",4
"T08",11-NOV-04,"PO4P",0.09
"T08",11-NOV-04,"POTASSIUM",2.85
"T08",11-NOV-04,"SO4S",1.71
"T08",11-NOV-04,"SODIUM",2.79
"T08",11-NOV-04,"TOTALN",1.4
"T08",11-NOV-04,"TOTALP",0.102
"T06",11-NOV-04,"ALUMINIUM",0.423
"T06",11-NOV-04,"CALCIUM",4.49
"T06",11-NOV-04,"CHLORIDE",10.41
"T06",11-NOV-04,"CONDY",58.8
"T06",11-NOV-04,"IRON",0.374
"T06",11-NOV-04,"MAGNESIUM",2.611
"T05",17-NOV-04,"CALCIUM",4.335
"T07",17-NOV-04,"TOTALN",1.69
"T05",17-NOV-04,"MAGNESIUM",2.693
"T05",17-NOV-04,"NH4N",0.061
"T05",17-NOV-04,"NO3N",0.764
"T05",17-NOV-04,"PHAQCS",5.99
"T05",17-NOV-04,"PHAQCU",6.05
"T05",17-NOV-04,"POTASSIUM",4.275
"T05",17-NOV-04,"SO4S",1.869
"T05",17-NOV-04,"SODIUM",4.411
"T06",17-NOV-04,"ALUMINIUM",0.417
"T06",17-NOV-04,"CALCIUM",4.45
"T06",17-NOV-04,"CHLORIDE",11.01
"T06",17-NOV-04,"CONDY",64.7
"T06",17-NOV-04,"IRON",0.381
"T06",17-NOV-04,"MAGNESIUM",2.603
"T06",17-NOV-04,"NH4N",0.61
"T06",17-NOV-04,"NO3N",0.76
"T06",17-NOV-04,"PH",5.57
"T06",17-NOV-04,"PHAQCS",5.45
"T06",17-NOV-04,"PHAQCU",5.68
"T06",17-NOV-04,"PO4P",0.095
"T06",17-NOV-04,"POTASSIUM",4.086
"T06",17-NOV-04,"SO4S",1.814
"T06",17-NOV-04,"SODIUM",4.183
"T07",17-NOV-04,"ALKY",0
"T07",17-NOV-04,"ALUMINIUM",0.314
"T07",17-NOV-04,"CALCIUM",3.53
"T07",17-NOV-04,"CHLORIDE",12.41
"T07",17-NOV-04,"CONDY",70.7
"T07",17-NOV-04,"DOC",11.3
"T07",17-NOV-04,"IRON",0.319
"T07",17-NOV-04,"MAGNESIUM",2.01
"T07",17-NOV-04,"NH4N",0.485
"T07",17-NOV-04,"NO3N",0.794
"T07",17-NOV-04,"PH",4.33
"T07",17-NOV-04,"PO4P",0.278
"T07",17-NOV-04,"POTASSIUM",2.96
"T07",17-NOV-04,"SO4S",1.91
"T07",17-NOV-04,"SODIUM",3.06
"T05",17-NOV-04,"CHLORIDE",11.617
"T11",23-NOV-04,"ALKY",-0.37
"T11",23-NOV-04,"TOTALN",1.02
"T11",23-NOV-04,"CALCIUM",3.89
"T11",23-NOV-04,"CHLORIDE",11.7
"T11",23-NOV-04,"CONDY",54
"T11",23-NOV-04,"DOC",12.5
"T11",23-NOV-04,"IRON",0.4
"T11",23-NOV-04,"MAGNESIUM",2.51
"T11",23-NOV-04,"NH4N",0.54
"T11",23-NOV-04,"NO3N",0.87
"T11",23-NOV-04,"PH",5.17
"T11",23-NOV-04,"PHAQCS",5.17
"T11",23-NOV-04,"PHAQCU",5.22
"T11",23-NOV-04,"PO4P",0.06
"T11",23-NOV-04,"POTASSIUM",3.97
"T11",23-NOV-04,"SO4S",1.83
"T11",23-NOV-04,"SODIUM",4.05
"T11",23-NOV-04,"ALUMINIUM",0.39
"T09",24-NOV-04,"CONDY",59.8
"T09",24-NOV-04,"IRON",0.429
"T09",24-NOV-04,"MAGNESIUM",2.614
"T09",24-NOV-04,"NH4N",0.55
"T09",24-NOV-04,"NO3N",0.716
"T09",24-NOV-04,"PH",5.46
"T09",24-NOV-04,"PHAQCS",4.05
"T09",24-NOV-04,"PHAQCU",4.03
"T09",24-NOV-04,"PO4P",0.031
"T09",24-NOV-04,"POTASSIUM",4.111
"T09",24-NOV-04,"SO4S",1.809
"T09",24-NOV-04,"SODIUM",4.12
"T09",24-NOV-04,"TOTALN",1.56
"T03",24-NOV-04,"CALCIUM",3.97
"T03",24-NOV-04,"CHLORIDE",10.91
"T03",24-NOV-04,"CONDY",57.6
"T03",24-NOV-04,"DOC",6.536
"T03",24-NOV-04,"MAGNESIUM",2.378
"T03",24-NOV-04,"NH4N",0.51
"T03",24-NOV-04,"NO3N",0.74
"T03",24-NOV-04,"PH",5.69
"T03",24-NOV-04,"PHAQCS",5.7
"T03",24-NOV-04,"PHAQCU",5.68
"T03",24-NOV-04,"PO4P",0.078
"T03",24-NOV-04,"POTASSIUM",3.993
"T03",24-NOV-04,"SO4S",1.81
"T03",24-NOV-04,"SODIUM",3.598
"T05",24-NOV-04,"CALCIUM",4.123
"T05",24-NOV-04,"CHLORIDE",11.248
"T05",24-NOV-04,"MAGNESIUM",2.667
"T05",24-NOV-04,"NH4N",0.125
"T05",24-NOV-04,"NO3N",0.862
"T05",24-NOV-04,"PHAQCS",6.06
"T05",24-NOV-04,"PHAQCU",6.21
"T05",24-NOV-04,"POTASSIUM",4.264
"T05",24-NOV-04,"SO4S",1.842
"T05",24-NOV-04,"SODIUM",4.089
"T04",24-NOV-04,"CALCIUM",3.62
"T04",24-NOV-04,"CHLORIDE",10.7
"T04",24-NOV-04,"COLOUR",0
"T04",24-NOV-04,"CONDY",60.8
"T04",24-NOV-04,"DOC",8.6
"T04",24-NOV-04,"IRON",0.31
"T04",24-NOV-04,"MAGNESIUM",2.05
"T04",24-NOV-04,"NH4N",0.62
"T04",24-NOV-04,"NO3N",0.648
"T04",24-NOV-04,"PH",5.44
"T04",24-NOV-04,"PHAQCS",4.05
"T04",24-NOV-04,"PHAQCU",4.08
"T04",24-NOV-04,"PO4P",0.087
"T04",24-NOV-04,"POTASSIUM",3.07
"T04",24-NOV-04,"SO4S",1.74
"T04",24-NOV-04,"SODIUM",2.96
"T04",24-NOV-04,"TOTALN",1.29
"T04",24-NOV-04,"TOTALP",0.108
"T04",24-NOV-04,"ALUMINIUM",0.31
"T08",24-NOV-04,"DOC",6.3
"T08",24-NOV-04,"IRON",0.32
"T08",24-NOV-04,"MAGNESIUM",1.92
"T08",24-NOV-04,"NH4N",0.7
"T08",24-NOV-04,"NO3N",0.529
"T08",24-NOV-04,"PH",5.07
"T08",24-NOV-04,"PHAQCS",3.98
"T08",24-NOV-04,"PHAQCU",3.97
"T08",24-NOV-04,"PO4P",0.148
"T08",24-NOV-04,"POTASSIUM",2.83
"T08",24-NOV-04,"SO4S",1.68
"T08",24-NOV-04,"SODIUM",2.83
"T08",24-NOV-04,"TOTALN",1.05
"T08",24-NOV-04,"TOTALP",0.179
"T08",24-NOV-04,"ALUMINIUM",0.29
"T08",24-NOV-04,"CALCIUM",3.24
"T08",24-NOV-04,"CHLORIDE",9.6
"T08",24-NOV-04,"CONDY",64.4
"T09",24-NOV-04,"ALUMINIUM",0.475
"T09",24-NOV-04,"CALCIUM",4.11
"T09",24-NOV-04,"CHLORIDE",11.284
"T02",25-NOV-04,"ALKY",0
"T06",25-NOV-04,"SODIUM",4.385
"T02",25-NOV-04,"CALCIUM",3.56
"T02",25-NOV-04,"CHLORIDE",12.58
"T02",25-NOV-04,"CONDY",64.5
"T02",25-NOV-04,"DOC",10.28
"T02",25-NOV-04,"IRON",0.334
"T02",25-NOV-04,"MAGNESIUM",2.12
"T02",25-NOV-04,"NH4N",0.479
"T02",25-NOV-04,"NO3N",0.814
"T02",25-NOV-04,"PH",5.03
"T02",25-NOV-04,"PO4P",0.286
"T02",25-NOV-04,"POTASSIUM",3.16
"T02",25-NOV-04,"SO4S",1.92
"T02",25-NOV-04,"SODIUM",3.04
"T02",25-NOV-04,"TOTALN",1.59
"T06",25-NOV-04,"ALUMINIUM",0.421
"T06",25-NOV-04,"CALCIUM",4.45
"T06",25-NOV-04,"CHLORIDE",10.7
"T06",25-NOV-04,"CONDY",57.9
"T06",25-NOV-04,"IRON",0.358
"T06",25-NOV-04,"MAGNESIUM",2.593
"T06",25-NOV-04,"NO3N",0.68
"T06",25-NOV-04,"PH",5.26
"T06",25-NOV-04,"PHAQCS",5.25
"T06",25-NOV-04,"PHAQCU",5.27
"T06",25-NOV-04,"PO4P",0.111
"T06",25-NOV-04,"POTASSIUM",4.222
"T06",25-NOV-04,"SO4S",1.795
"T02",25-NOV-04,"ALUMINIUM",0.332
"T05",01-DEC-04,"CHLORIDE",11.856
"T09",01-DEC-04,"TOTALN",1.47
"T05",01-DEC-04,"PHAQCS",6.03
"T05",01-DEC-04,"PHAQCU",6.4
"T06",01-DEC-04,"ALUMINIUM",0.428
"T06",01-DEC-04,"CALCIUM",4.53
"T06",01-DEC-04,"CHLORIDE",10.88
"T06",01-DEC-04,"CONDY",60.6
"T06",01-DEC-04,"IRON",0.388
"T06",01-DEC-04,"MAGNESIUM",2.614
"T06",01-DEC-04,"NO3N",0.69
"T06",01-DEC-04,"PH",5.41
"T06",01-DEC-04,"PHAQCS",5.41
"T06",01-DEC-04,"PHAQCU",5.43
"T06",01-DEC-04,"PO4P",0.074
"T06",01-DEC-04,"POTASSIUM",4.327
"T06",01-DEC-04,"SO4S",1.942
"T06",01-DEC-04,"SODIUM",4.529
"T05",01-DEC-04,"SO4S",1.837
"T09",01-DEC-04,"ALUMINIUM",0.461
"T09",01-DEC-04,"CALCIUM",4.106
"T09",01-DEC-04,"CHLORIDE",11.139
"T09",01-DEC-04,"CONDY",57.4
"T09",01-DEC-04,"IRON",0.409
"T09",01-DEC-04,"MAGNESIUM",2.556
"T09",01-DEC-04,"NH4N",0.55
"T09",01-DEC-04,"NO3N",0.714
"T09",01-DEC-04,"PH",5.33
"T09",01-DEC-04,"PHAQCS",4.06
"T09",01-DEC-04,"PHAQCU",4.1
"T09",01-DEC-04,"PO4P",0.04
"T09",01-DEC-04,"POTASSIUM",3.973
"T09",01-DEC-04,"SO4S",1.822
"T09",01-DEC-04,"SODIUM",4.111
"T05",01-DEC-04,"NH4N",0.72
"T03",08-DEC-04,"CALCIUM",4.01
"T09",08-DEC-04,"NO3N",0.714
"T03",08-DEC-04,"CONDY",53.8
"T03",08-DEC-04,"DOC",6.255
"T03",08-DEC-04,"MAGNESIUM",2.442
"T03",08-DEC-04,"NH4N",0.576
"T05",08-DEC-04,"NO3N",11.596
"T05",08-DEC-04,"PHAQCS",5.73
"T05",08-DEC-04,"PHAQCU",5.81
"T05",08-DEC-04,"SO4S",1.804
"T04",08-DEC-04,"ALUMINIUM",0.32
"T04",08-DEC-04,"CALCIUM",3.56
"T04",08-DEC-04,"CHLORIDE",11
"T04",08-DEC-04,"COLOUR",0
"T04",08-DEC-04,"CONDY",60.5
"T04",08-DEC-04,"DOC",9.9
"T04",08-DEC-04,"IRON",0.32
"T04",08-DEC-04,"MAGNESIUM",2.07
"T04",08-DEC-04,"NH4N",0.55
"T04",08-DEC-04,"NO3N",0.633
"T04",08-DEC-04,"PHAQCS",4.07
"T04",08-DEC-04,"PHAQCU",4.08
"T04",08-DEC-04,"PO4P",0.071
"T04",08-DEC-04,"POTASSIUM",3.09
"T04",08-DEC-04,"SO4S",1.82
"T04",08-DEC-04,"SODIUM",3.06
"T04",08-DEC-04,"TOTALN",1.27
"T04",08-DEC-04,"TOTALP",0.092
"T03",08-DEC-04,"NO3N",0.73
"T03",08-DEC-04,"PH",5.59
"T03",08-DEC-04,"PHAQCS",5.6
"T03",08-DEC-04,"PHAQCU",5.58
"T03",08-DEC-04,"PO4P",0.081
"T03",08-DEC-04,"POTASSIUM",3.987
"T03",08-DEC-04,"SO4S",1.86
"T03",08-DEC-04,"SODIUM",3.612
"T05",08-DEC-04,"CHLORIDE",11.596
"T09",08-DEC-04,"PH",5.25
"T09",08-DEC-04,"PHAQCS",4.08
"T09",08-DEC-04,"PHAQCU",4.07
"T09",08-DEC-04,"PO4P",0.006
"T09",08-DEC-04,"POTASSIUM",4.098
"T09",08-DEC-04,"SO4S",1.775
"T09",08-DEC-04,"SODIUM",4.088
"T09",08-DEC-04,"TOTALN",1.46
"T09",08-DEC-04,"ALUMINIUM",0.44
"T09",08-DEC-04,"CALCIUM",4.159
"T09",08-DEC-04,"CHLORIDE",11.122
"T09",08-DEC-04,"CONDY",58.3
"T09",08-DEC-04,"IRON",0.407
"T09",08-DEC-04,"MAGNESIUM",2.514
"T09",08-DEC-04,"NH4N",0.53
"T03",08-DEC-04,"CHLORIDE",11.1
"T02",09-DEC-04,"ALKY",0
"T08",09-DEC-04,"TOTALP",0.179
"T02",09-DEC-04,"CALCIUM",3.45
"T02",09-DEC-04,"CHLORIDE",12.52
"T02",09-DEC-04,"CONDY",63.8
"T02",09-DEC-04,"DOC",11.2
"T02",09-DEC-04,"IRON",0.31
"T02",09-DEC-04,"MAGNESIUM",1.89
"T02",09-DEC-04,"NH4N",0.519
"T02",09-DEC-04,"NO3N",0.785
"T02",09-DEC-04,"PH",5.06
"T02",09-DEC-04,"PO4P",0.269
"T02",09-DEC-04,"POTASSIUM",2.89
"T02",09-DEC-04,"SO4S",1.93
"T02",09-DEC-04,"SODIUM",3.01
"T02",09-DEC-04,"TOTALN",1.63
"T08",09-DEC-04,"ALUMINIUM",0.28
"T08",09-DEC-04,"CALCIUM",3.26
"T08",09-DEC-04,"CHLORIDE",9.4
"T08",09-DEC-04,"CONDY",63.8
"T08",09-DEC-04,"DOC",6.3
"T08",09-DEC-04,"IRON",0.32
"T08",09-DEC-04,"MAGNESIUM",1.91
"T08",09-DEC-04,"NH4N",0.64
"T08",09-DEC-04,"NO3N",0.527
"T08",09-DEC-04,"PH",5.08
"T08",09-DEC-04,"PHAQCS",4.08
"T08",09-DEC-04,"PHAQCU",4.09
"T08",09-DEC-04,"PO4P",0.15
"T08",09-DEC-04,"POTASSIUM",2.84
"T08",09-DEC-04,"SO4S",1.67
"T08",09-DEC-04,"SODIUM",2.81
"T08",09-DEC-04,"TOTALN",1.11
"T02",09-DEC-04,"ALUMINIUM",0.302
"T06",10-DEC-04,"CHLORIDE",10.84
"T06",10-DEC-04,"CONDY",63.3
"T06",10-DEC-04,"IRON",0.367
"T06",10-DEC-04,"MAGNESIUM",2.65
"T06",10-DEC-04,"NO3N",0.7
"T06",10-DEC-04,"PH",5.33
"T06",10-DEC-04,"CALCIUM",4.61
"T06",10-DEC-04,"PHAQCU",5.34
"T06",10-DEC-04,"PO4P",0.083
"T06",10-DEC-04,"POTASSIUM",4.384
"T06",10-DEC-04,"SO4S",1.875
"T06",10-DEC-04,"SODIUM",4.627
"T06",10-DEC-04,"ALUMINIUM",0.436
"T06",10-DEC-04,"PHAQCS",5.33
"T07",15-DEC-04,"CALCIUM",3.59
"T07",15-DEC-04,"ALUMINIUM",0.335
"T07",15-DEC-04,"CONDY",63.9
"T07",15-DEC-04,"DOC",11.4
"T07",15-DEC-04,"IRON",0.328
"T07",15-DEC-04,"MAGNESIUM",1.99
"T07",15-DEC-04,"NH4N",0.444
"T07",15-DEC-04,"NO3N",0.861
"T07",15-DEC-04,"PH",5.26
"T07",15-DEC-04,"PO4P",0.274
"T07",15-DEC-04,"POTASSIUM",2.96
"T07",15-DEC-04,"SO4S",2.15
"T07",15-DEC-04,"SODIUM",3.17
"T07",15-DEC-04,"TOTALN",1.65
"T07",15-DEC-04,"ALKY",0
"T07",15-DEC-04,"CHLORIDE",13.85
"T06",16-DEC-04,"ALUMINIUM",0.417
"T06",16-DEC-04,"CALCIUM",4.34
"T06",16-DEC-04,"CHLORIDE",11.56
"T06",16-DEC-04,"CONDY",60.4
"T06",16-DEC-04,"IRON",0.37
"T06",16-DEC-04,"MAGNESIUM",2.613
"T06",16-DEC-04,"SODIUM",4.147
"T06",16-DEC-04,"PH",5.34
"T06",16-DEC-04,"PHAQCS",5.34
"T06",16-DEC-04,"PHAQCU",5.32
"T06",16-DEC-04,"PO4P",0.097
"T06",16-DEC-04,"POTASSIUM",4.054
"T06",16-DEC-04,"SO4S",1.866
"T06",16-DEC-04,"NO3N",0.66
"T11",21-DEC-04,"ALKY",0.66
"T11",21-DEC-04,"ALUMINIUM",0.39
"T11",21-DEC-04,"CALCIUM",3.89
"T11",21-DEC-04,"CHLORIDE",10.7
"T11",21-DEC-04,"CONDY",52.3
"T11",21-DEC-04,"DOC",10.94
"T11",21-DEC-04,"IRON",0.4
"T11",21-DEC-04,"MAGNESIUM",2.53
"T11",21-DEC-04,"NH4N",0.44
"T11",21-DEC-04,"NO3N",0.48
"T11",21-DEC-04,"PH",5.27
"T11",21-DEC-04,"PHAQCS",5.27
"T11",21-DEC-04,"PHAQCU",5.31
"T11",21-DEC-04,"PO4P",0.05
"T11",21-DEC-04,"POTASSIUM",4.02
"T11",21-DEC-04,"SO4S",1.8
"T11",21-DEC-04,"SODIUM",3.95
"T11",21-DEC-04,"TOTALN",1.53
"T09",22-DEC-04,"PHAQCU",4.09
"T09",22-DEC-04,"PO4P",0.05
"T09",22-DEC-04,"POTASSIUM",4.073
"T09",22-DEC-04,"SO4S",1.878
"T09",22-DEC-04,"SODIUM",4.194
"T09",22-DEC-04,"TOTALN",1.581
"T03",22-DEC-04,"CHLORIDE",11.15
"T03",22-DEC-04,"CONDY",49.5
"T03",22-DEC-04,"DOC",6.388
"T03",22-DEC-04,"MAGNESIUM",2.423
"T03",22-DEC-04,"NH4N",0.591
"T03",22-DEC-04,"NO3N",0.69
"T03",22-DEC-04,"PH",5.61
"T03",22-DEC-04,"PHAQCS",5.63
"T03",22-DEC-04,"PHAQCU",5.59
"T03",22-DEC-04,"PO4P",0.079
"T03",22-DEC-04,"POTASSIUM",4.002
"T03",22-DEC-04,"SO4S",1.87
"T03",22-DEC-04,"SODIUM",3.512
"T02",22-DEC-04,"ALKY",0
"T02",22-DEC-04,"ALUMINIUM",0.304
"T02",22-DEC-04,"CALCIUM",3.63
"T02",22-DEC-04,"CHLORIDE",10.81
"T02",22-DEC-04,"CONDY",63.5
"T02",22-DEC-04,"DOC",7.15
"T02",22-DEC-04,"IRON",0.312
"T02",22-DEC-04,"MAGNESIUM",2.02
"T02",22-DEC-04,"NH4N",0.497
"T02",22-DEC-04,"NO3N",0.618
"T02",22-DEC-04,"PH",5.17
"T02",22-DEC-04,"PO4P",0.162
"T02",22-DEC-04,"POTASSIUM",3.07
"T02",22-DEC-04,"SO4S",1.78
"T02",22-DEC-04,"SODIUM",3.27
"T02",22-DEC-04,"TOTALN",1.2
"T05",22-DEC-04,"CHLORIDE",4.361
"T05",22-DEC-04,"NO3N",5.824
"T05",22-DEC-04,"PHAQCS",5.93
"T05",22-DEC-04,"PHAQCU",6.4
"T05",22-DEC-04,"SO4S",3.653
"T04",22-DEC-04,"ALUMINIUM",0.31
"T04",22-DEC-04,"CALCIUM",3.65
"T04",22-DEC-04,"CHLORIDE",10.7
"T04",22-DEC-04,"COLOUR",0
"T04",22-DEC-04,"CONDY",59.4
"T04",22-DEC-04,"DOC",9.4
"T04",22-DEC-04,"IRON",0.31
"T04",22-DEC-04,"MAGNESIUM",2.06
"T04",22-DEC-04,"NH4N",0.57
"T04",22-DEC-04,"NO3N",0.648
"T04",22-DEC-04,"PH",5.5
"T04",22-DEC-04,"PHAQCS",4.07
"T04",22-DEC-04,"PHAQCU",4.07
"T04",22-DEC-04,"PO4P",0.093
"T04",22-DEC-04,"POTASSIUM",3.1
"T04",22-DEC-04,"SO4S",1.79
"T04",22-DEC-04,"SODIUM",2.97
"T04",22-DEC-04,"TOTALN",1.26
"T04",22-DEC-04,"TOTALP",0.093
"T03",22-DEC-04,"CALCIUM",3.95
"T09",22-DEC-04,"ALUMINIUM",0.471
"T09",22-DEC-04,"CALCIUM",4.098
"T09",22-DEC-04,"CHLORIDE",11.402
"T09",22-DEC-04,"CONDY",55.7
"T09",22-DEC-04,"IRON",0.413
"T09",22-DEC-04,"MAGNESIUM",2.593
"T09",22-DEC-04,"NH4N",0.53
"T09",22-DEC-04,"NO3N",0.736
"T09",22-DEC-04,"PH",5.42
"T09",22-DEC-04,"PHAQCS",4.09
"T06",23-DEC-04,"ALUMINIUM",0.422
"T08",23-DEC-04,"TOTALP",0.159
"T06",23-DEC-04,"CHLORIDE",11.97
"T06",23-DEC-04,"CONDY",59.6
"T06",23-DEC-04,"IRON",0.394
"T06",23-DEC-04,"MAGNESIUM",2.631
"T06",23-DEC-04,"NO3N",0.61
"T06",23-DEC-04,"PH",5.24
"T06",23-DEC-04,"PHAQCS",5.24
"T06",23-DEC-04,"PHAQCU",5.27
"T06",23-DEC-04,"PO4P",0.053
"T06",23-DEC-04,"POTASSIUM",4.194
"T06",23-DEC-04,"SO4S",1.883
"T06",23-DEC-04,"SODIUM",4.551
"T08",23-DEC-04,"ALUMINIUM",0.29
"T08",23-DEC-04,"CALCIUM",3.25
"T08",23-DEC-04,"CHLORIDE",9.6
"T08",23-DEC-04,"CONDY",63.3
"T08",23-DEC-04,"DOC",6.5
"T08",23-DEC-04,"IRON",0.33
"T08",23-DEC-04,"MAGNESIUM",1.92
"T08",23-DEC-04,"NH4N",0.65
"T08",23-DEC-04,"NO3N",0.483
"T08",23-DEC-04,"PH",5.15
"T08",23-DEC-04,"PHAQCS",4.07
"T08",23-DEC-04,"PHAQCU",4.09
"T08",23-DEC-04,"PO4P",0.143
"T08",23-DEC-04,"POTASSIUM",2.85
"T08",23-DEC-04,"SO4S",1.67
"T08",23-DEC-04,"SODIUM",2.83
"T08",23-DEC-04,"TOTALN",1.09
"T06",23-DEC-04,"CALCIUM",4.45
"T05",29-DEC-04,"CHLORIDE",11.83
"T09",29-DEC-04,"TOTALN",1.5
"T05",29-DEC-04,"PHAQCS",6.09
"T05",29-DEC-04,"PHAQCU",6.37
"T05",29-DEC-04,"SO4S",1.834
"T09",29-DEC-04,"ALUMINIUM",0.472
"T09",29-DEC-04,"CALCIUM",4.089
"T09",29-DEC-04,"CHLORIDE",11.801
"T09",29-DEC-04,"CONDY",53.6
"T09",29-DEC-04,"IRON",0.402
"T09",29-DEC-04,"MAGNESIUM",2.498
"T09",29-DEC-04,"NH4N",0.56
"T09",29-DEC-04,"NO3N",0.758
"T09",29-DEC-04,"PH",5.41
"T09",29-DEC-04,"PHAQCS",4.07
"T09",29-DEC-04,"PHAQCU",4.07
"T09",29-DEC-04,"PO4P",0.024
"T09",29-DEC-04,"POTASSIUM",4.042
"T09",29-DEC-04,"SO4S",1.764
"T09",29-DEC-04,"SODIUM",4.129
"T05",29-DEC-04,"NO3N",0.725
"T09",05-JAN-05,"NH4N",0.56
"T09",05-JAN-05,"NO3N",0.696
"T09",05-JAN-05,"PH",5.5
"T09",05-JAN-05,"PHAQCS",4.09
"T09",05-JAN-05,"PHAQCU",4.09
"T09",05-JAN-05,"PO4P",0.048
"T09",05-JAN-05,"POTASSIUM",4.19
"T09",05-JAN-05,"SO4S",1.777
"T09",05-JAN-05,"SODIUM",4.423
"T03",05-JAN-05,"MAGNESIUM",2.18
"T03",05-JAN-05,"NH4N",0.58
"T03",05-JAN-05,"NO3N",0.69
"T03",05-JAN-05,"PH",5.62
"T03",05-JAN-05,"PHAQCS",5.6
"T03",05-JAN-05,"PHAQCU",5.64
"T03",05-JAN-05,"PO4P",0.154
"T03",05-JAN-05,"POTASSIUM",3.09
"T03",05-JAN-05,"SO4S",1.97
"T03",05-JAN-05,"SODIUM",2.94
"T02",05-JAN-05,"ALKY",0
"T02",05-JAN-05,"ALUMINIUM",0.298
"T02",05-JAN-05,"CALCIUM",3.53
"T02",05-JAN-05,"CHLORIDE",10.5
"T02",05-JAN-05,"CONDY",64.1
"T02",05-JAN-05,"DOC",6.83
"T02",05-JAN-05,"IRON",0.315
"T02",05-JAN-05,"MAGNESIUM",1.94
"T02",05-JAN-05,"NH4N",0.502
"T02",05-JAN-05,"NO3N",0.622
"T02",05-JAN-05,"PH",5.27
"T02",05-JAN-05,"PO4P",0.163
"T02",05-JAN-05,"POTASSIUM",2.92
"T02",05-JAN-05,"SO4S",1.77
"T02",05-JAN-05,"SODIUM",3
