Master_Site,Site_Code,Date,Rep,CaQual,Ca,MgQual,Mg,NaQual,Na,KQual,K,SO4Qual,SO4,ClQual,Cl,NO3Qual,NO3,NH4Qual,NH4,NO2Qual,NO2,DOCQual,DOC,pHQual,pH,AlkalinityQual,Alkalinity,AlQual,Al,Total_NQual,Total_N,TONQual,TON,PO4_PQual,PO4_P,ConductivityQual,Conductivity,SiQual,Si,FeQual,Fe,POMQual,POM,POCQual,POC,SalinityQual,Salinity,FQual,F,BrQual,Br,TDPQual,TDP,LiQual,Li,BeQual,Be,Al27Qual,Al27,ScQual,Sc,VQual,V,CrQual,Cr,MnQual,Mn,Fe57Qual,Fe57,Ni58Qual,Ni58,CoQual,Co,Ni60Qual,Ni60,CuQual,Cu,ZnQual,Zn,AsQual,As,SeQual,Se,RbQual,Rb,SrQual,Sr,MoQual,Mo,CdQual,Cd,SbQual,Sb,CsQual,Cs,BaQual,Ba,PbQual,Pb,UQual,U,BQual,B,SQual,S,LaQual,La,CeQual,Ce,PrQual,Pr,WQual,W,TiQual,Ti,SnQual,Sn
Pont ar Gonwy,CC12,08-May-08,1,,56.5,,42.5,,181.304,,4.615,,26.875,,211.268,<,0.714,<,0.714,,,,4.2,,6.39,,25,,39,,0.2,,,,,,,,,,320,,1.6,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont ar Gonwy,CC12,03-Sep-08,1,,37,,39.417,,140,,1.872,,20,,137.746,<,0.714,,1.286,,,,18.4,,4.7,,0,,135,,0.49,,,,,,,,,,1240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont ar Gonwy,CC12,10-Dec-08,1,,35.85,,36.917,,178.261,,3.385,,36.25,,290.141,,1.786,<,0.714,,,,5.83,,5.17,,-24.2,,42,,0.2,,,,,,,,,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont ar Gonwy,CC12,06-Mar-09,1,,51,,40,,212.174,,6.051,,36.25,,252.394,,0.929,,1.714,<,0.005,,6.4,,5.43,,1.2,,33,,0.24,,,<,0.005,,39.1,,0.544,,412,,,,,,,,0.016,,0.01,,0.006,,0.364,<,0.003,,41,,0.085,<,0.02,<,0.04,,61.3,,376,,0.343,,0.366,,0.257,,5.51,,10.5,,1.12,,0.134,,0.383,,3.4,<,0.03,,0.023,,0.039,,0.007,,2.03,,0.42,,0.003,,3.21,,0.612,,0.046,,0.093,,0.015,<,0.01,,0.303,<,0.006
Pont ar Gonwy,CC12,10-Jun-09,1,,69.5,,43.833,,148.261,,2.359,,25,,176.901,,3.286,,1.286,<,0.005,,8.85,,5.84,,27.8,,62,,0.28,,,,0.018,,34.3,,0.512,,336,,,,,,,,0.012,,0.01,,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.78,,0.471,,,,,,,,,,,,
Pont ar Gonwy,CC12,10-Sep-09,1,,40,,35,,129.565,,3.077,,19.375,,121.127,<,0.714,,1.429,,,,10.3,,5.38,,-9,,89,,0.31,,,,,,26.9,,,,780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont ar Gonwy,CC12,09-Dec-09,1,,26,,31.417,,152.174,,4.667,,29.375,,180.563,,8.214,,0.714,,,,5.5,,4.76,,-9.53,,50,,0.25,,,,,,33.2,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont ar Gonwy,CC12,04-Mar-10,1,,57,,38.917,,180,,5.538,,31.875,,195.493,,5.357,,1.143,,,,5.58,,6.78,,30.3,,39,,0.2,,,,,,34.9,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont ar Gonwy,CC12,02-Jun-10,1,,112.5,,55.833,,193.913,,4.872,,22.5,,188.732,<,0.714,,1.429,,,,14.7,,6.12,,57,,70,,0.26,,,,,,38.8,,,,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont ar Gonwy,CC12,07-Sep-10,1,,109,,56.167,,154.348,,3.41,,20,,145.07,,0.357,,2.143,,,,14.3,,6.01,,3.94,,91,,0.33,,,,0.048,,32.9,,0.891,,1050,,,,,,,,,,,,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,,0.455,,,,,,,,,,,,
Pont ar Gonwy,CC12,04-Oct-10,1,,32.55,,28.917,,108.696,,1.513,,18.75,,120,,0.357,,1.929,,,,11.9,,4.89,,-1.54,,80,,0.27,,,,0.005,,23.4,,0.317,,730,,,,,,,,,,,,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8,,0.356,,,,,,,,,,,,
Pont ar Gonwy,CC12,09-Dec-10,1,,100.5,,51.583,,161.304,,3.487,,28.75,,179.155,,2.643,,1.5,,,,4.4,,6.77,,81.2,,41,,0.17,,,<,0.005,,35.1,,1.03,,324,,,,,,,,,,,,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.45,,0.504,,,,,,,,,,,,
Pont ar Gonwy,CC12,07-Jan-11,1,,41.95,,33.917,,154.348,,4.103,,31.25,,168.732,<,0.714,,1.143,,,,6.34,,5.79,,-4.8,,54,,0.19,,,<,0.005,,30.1,,0.504,,425,,,,,,,,,,,,0.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.59,,0.559,,,,,,,,,,,,
Pont ar Gonwy,CC12,09-Feb-11,1,,35.15,,41.667,,170.87,,8,,31.875,,222.817,,8,,0.929,,,,6.17,,5.18,,-24,,44,,0.16,,,,,,36.9,,,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont ar Gonwy,CC12,08-Mar-11,1,,58.5,,39,,145.217,,5,,29.375,,166.479,,8.357,,1.286,,,,4.32,,6.47,,33,,47,,0.17,,,,,,29.3,,,,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont Eidda Stream 1,CC62,03-Sep-08,1,,720,,123.333,,234.783,,47.436,,69.375,,241.69,,34.214,,2.5,,,,13.1,,7.18,,603,,119,,1.4,,,,,,,,,,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont Eidda Stream 1,CC62,10-Dec-08,1,,640,,121.667,,229.565,,81.538,,103.75,,304.225,,97.857,,5,,,,4.5,,7.04,,552,,16,,1.9,,,,,,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont Eidda Stream 1,CC62,06-Mar-09,1,,695,,153.333,,317.826,,77.436,,133.125,,397.183,,104.286,<,0.714,<,0.005,,3.52,,7.2,,586,,9,,1.72,,,,0.012,,133.9,,1.38,,43,,,,,,,,0.032,,0.033,,0.029,,0.573,,0.009,,16.3,,0.37,,0.127,,0.201,,46.3,,31.5,,0.52,,0.071,,0.437,,29.3,,7.17,,0.42,,0.229,,1.62,,19.1,,0.045,,0.012,,0.054,,0.009,,2.7,,0.083,,0.01,,5.6,,2.36,,0.007,,0.003,,0.004,<,0.01,,0.369,<,0.006
Pont Eidda Stream 1,CC62,10-Jun-09,1,,452.5,,106.667,,250.87,,24.897,,101.25,,264.507,,96.429,<,0.714,,0.006,,2.97,,6.68,,338,,20,,1.44,,,,0.013,,90.9,,1.18,,5,,,,,,,,0.024,,0.043,,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98,,1.73,,,,,,,,,,,,
Pont Eidda Stream 1,CC62,10-Sep-09,1,,850,,155.833,,274.783,,76.923,,108.125,,309.859,,70.571,,1.429,,,,7.2,,7.64,,754,,43,,1.3,,,,,,140.5,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont Eidda Stream 1,CC62,09-Dec-09,1,,655,,125.833,,242.609,,71.282,,95,,304.225,,93.571,,2.643,,,,4.99,,6.91,,1200,,34,,1.5,,,,,,117.6,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont Eidda Stream 1,CC62,04-Mar-10,1,,745,,162.5,,308.261,,81.538,,130.625,,430.986,,108.571,,4.571,,,,3.06,,7.27,,566,,20,,1.8,,,,,,142.6,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont Eidda Stream 1,CC62,02-Jun-10,1,,755,,222.5,,355.652,,126.41,,143.125,,1211.268,,83.571,,1.429,,,,3.8,,7.21,,736,<,33,,1.4,,,,,,160.4,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont Eidda Stream 2,CC63,03-Sep-08,1,,378,,109.167,,207.826,,18.385,,28.75,,218.028,,4.571,,4.429,,,,18.9,,6.9,,304,,152,,1,,,,,,,,,,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont Eidda Stream 2,CC63,10-Dec-08,1,,321,,77.75,,187.391,,12.462,,41.875,,240.845,,21.214,,1.286,,,,4.97,,7.12,,293,,15,,0.62,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont Eidda Stream 2,CC63,06-Mar-09,1,,349,,86.667,,256.957,,14.667,,70.625,,292.958,,35.643,,0.929,<,0.005,,4.17,,6.97,,290,,21,,0.73,,,<,0.005,,77.9,,0.922,,41,,,,,,,,0.021,,0.028,,0.081,,0.283,,0.008,,24.5,,0.209,,0.1,,0.161,,0.784,,30.7,,0.364,,0.056,,0.335,,43.6,,8.26,,0.359,,0.19,,0.302,,11,<,0.03,,0.005,,0.036,<,0.002,,2,,0.209,,0.004,,3.29,,1.32,,0.013,,0.01,,0.004,<,0.01,,0.269,<,0.006
Pont Eidda Stream 2,CC63,10-Jun-09,1,,755,,180,,283.913,,83.59,,131.875,,360.563,,90,,2.786,,0.009,,3.62,,7.4,,711,,13,,1.43,,,,0.012,,142.1,,1.51,,38,,,,,,,,0.03,,0.041,,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.04,,2.31,,,,,,,,,,,,
Pont Eidda Stream 2,CC63,10-Sep-09,1,,515,,116.667,,209.13,,19.487,,40,,197.183,,20.286,,1.429,,,,9.5,,7.53,,487,,68,,0.76,,,,,,84.6,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont Eidda Stream 2,CC63,09-Dec-09,1,,376,,90,,208.261,,31.282,,40.625,,236.338,,38.714,,0.929,,,,5.45,,6.91,,224,,53,,0.69,,,,,,64.7,,,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pont Eidda Stream 2,CC63,04-Mar-10,1,,358,,85,,199.13,,17.179,,63.125,,220,,44.571,,3.286,,,,3.81,,7.4,,299,,23,,0.89,,,,,,73.7,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontwgan Stream,CC68,03-Sep-08,1,,1070,,350.833,,447.826,,112.564,,226.875,,478.873,,72.857,,2.714,,,,8.51,,7.24,,1050,,15,,1.8,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontwgan Stream,CC68,10-Dec-08,1,,880,,305.833,,460.87,,89.744,,304.375,,461.972,,237.857,,2.214,,,,3.99,,7.18,,772,,3,,3.6,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontwgan Stream,CC68,06-Mar-09,1,,1030,,357.5,,478.261,,86.154,,294.375,,523.944,,160,,0.929,<,0.005,,7.9,,7.38,,973,<,2,,2.57,,,<,0.005,,208,,3.43,,109,,,,,,,,0.077,,0.066,,0.021,,0.993,,0.011,,7.61,,0.85,,0.133,,0.179,,54.9,,84.3,,1.24,,0.064,,1.08,,20.8,,5.93,,0.389,,0.251,,1.37,,46.9,,0.127,,0.007,,0.032,<,0.002,,19.7,,0.188,,0.013,,11.7,,4.97,,0.02,,0.019,,0.006,<,0.01,,0.967,<,0.006
Pontwgan Stream,CC68,10-Jun-09,1,,980,,340.833,,432.174,,84.615,,229.375,,456.338,,108.571,,6.214,,0.027,,5.94,,7.18,,1050,,8,,1.87,,,,0.017,,194.6,,3.26,,211,,,,,,,,0.089,,0.07,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,3.97,,,,,,,,,,,,
Pontwgan Stream,CC68,10-Sep-09,1,,1215,,390,,491.304,,103.077,,309.375,,478.873,,111.429,,1.429,,,,8.2,,7.79,,1280,,16,,1.8,,,,,,225,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontwgan Stream,CC68,09-Dec-09,1,,875,,288.333,,423.043,,93.846,,266.875,,467.606,,213.571,,0.857,,,,4.11,,7.12,,972,,25,,3,,,,,,175.5,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontwgan Stream,CC68,04-Mar-10,1,,955,,337.5,,478.261,,87.692,,311.875,,554.93,,185.714,,4.429,,,,3.46,,7.38,,816,,14,,2.9,,,,,,197.5,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pontwgan Stream,CC68,02-Jun-10,1,,1185,,435.833,,530.435,,114.615,,364.375,,563.38,,92.143,,5,,,,5.3,,7.02,,1230,<,33,,1.6,,,,,,234,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
